filename_prefix	File	HI	Run.x	Lane	label	assay	facs	protein	read	filename_ending	Reads	Mapped	Percentage	TotalsgRNAs	Zerocounts	GiniIndex	NegSelQC	NegSelQCPval	NegSelQCPvalPermutation	NegSelQCPvalPermutationFDR	NegSelQCGene	file_name	Nanuq_project	sample_nr	library_name	Date	include	Cas_variant	FACS_group	FACS_target	replicate	virus_batch	group	batch	QC	QC_comment	sequencing_lane	nr_reads	nr_bases	beluga_raw_data	beluga_QC	% Duplicate	Barcode	Run.y	sequencing_type	multiplex_keys	DNA_Conc._(ng/ul)	Primer_used	gel_purify	PCR_comments	gini_index_QC
HI.4934.004.NGS-Lib-Rev--2.Krab_bottom_CD31_26	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.004.NGS-Lib-Rev--2.Krab_bottom_CD31_26_R1.fastq.gz	HI	4934	004	NGS-Lib-Rev--2	Krab	bottom	CD31	26	fastq	31970709	18938018	0.5924	8051	15	0.06815	0	1	1	1	0	HI.4934.004.NGS-Lib-Rev--2.Krab_bottom_CD31_26_R1.fastq.gz	Projet Endoscreen	26	Krab_bottom_CD31_26	2019-01-22	Y	KRAB	Bottom	CD31	r3	endo_1c	adhesion_molecules	1	OK		4	31,970,709	3,197,070,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.781	mps12343549-G10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	3.54	Old	N		pass
HI.4934.004.NGS-Lib-Rev--3.Krab_Top_SELE_27	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.004.NGS-Lib-Rev--3.Krab_Top_SELE_27_R1.fastq.gz	HI	4934	004	NGS-Lib-Rev--3	Krab	Top	SELE	27	fastq	25305878	14845690	0.5866	8051	20	0.07206	0	1	1	1	0	HI.4934.004.NGS-Lib-Rev--3.Krab_Top_SELE_27_R1.fastq.gz	Projet Endoscreen	27	Krab_Top_SELE_27	2019-01-22	Y	KRAB	Top	SELE	r2	endo_1c	adhesion_molecules	1	OK		4	25,305,878	2,530,587,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.767	mps12343549-G10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	1.86	Old	N		pass
HI.4934.004.NGS-Lib-Rev--4.Krab_bottom_SELE_28	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.004.NGS-Lib-Rev--4.Krab_bottom_SELE_28_R1.fastq.gz	HI	4934	004	NGS-Lib-Rev--4	Krab	bottom	SELE	28	fastq	33765402	20236186	0.5993	8051	15	0.06637	0	1	1	1	0	HI.4934.004.NGS-Lib-Rev--4.Krab_bottom_SELE_28_R1.fastq.gz	Projet Endoscreen	28	Krab_bottom_SELE_28	2019-01-22	Y	KRAB	Bottom	SELE	r2	endo_1c	adhesion_molecules	1	OK		4	33,765,402	3,376,540,200	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.786	mps12343549-G10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	6.53	Old	N		pass
HI.4934.005.NGS-Lib-Rev--1.Cas_Top_CD31_37	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.005.NGS-Lib-Rev--1.Cas_Top_CD31_37_R1.fastq.gz	HI	4934	005	NGS-Lib-Rev--1	Cas	Top	CD31	37	fastq	22030155	13909753	0.6314	8051	12	0.07209	0	1	1	1	0	HI.4934.005.NGS-Lib-Rev--1.Cas_Top_CD31_37_R1.fastq.gz	Projet Endoscreen	37	Cas_Top_CD31_37	2019-01-22	Y	CAS9	Top	CD31	r3	endo_1c	adhesion_molecules	1	OK		5	22,030,155	2,203,015,500	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.724	mps12343549-H10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	1.83	Old	N		pass
HI.4934.005.NGS-Lib-Rev--2.Cas_bottom_CD31_38	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.005.NGS-Lib-Rev--2.Cas_bottom_CD31_38_R1.fastq.gz	HI	4934	005	NGS-Lib-Rev--2	Cas	bottom	CD31	38	fastq	38362291	22327150	0.582	8051	12	0.06967	0	1	1	1	0	HI.4934.005.NGS-Lib-Rev--2.Cas_bottom_CD31_38_R1.fastq.gz	Projet Endoscreen	38	Cas_bottom_CD31_38	2019-01-22	Y	CAS9	Bottom	CD31	r3	endo_1c	adhesion_molecules	1	OK		5	38,362,291	3,836,229,100	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.803	mps12343549-H10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	3.29	Old	N		pass
HI.4934.005.NGS-Lib-Rev--3.Krab_Top_SELE_33	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.005.NGS-Lib-Rev--3.Krab_Top_SELE_33_R1.fastq.gz	HI	4934	005	NGS-Lib-Rev--3	Krab	Top	SELE	33	fastq	31515516	19576468	0.6212	8051	10	0.07082	0	1	1	1	0	HI.4934.005.NGS-Lib-Rev--3.Krab_Top_SELE_33_R1.fastq.gz	Projet Endoscreen	33	Krab_Top_SELE_33	2019-01-22	Y	KRAB	Top	SELE	r3	endo_1d	adhesion_molecules	1	OK		5	31,515,516	3,151,551,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.805	mps12343549-H10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	1.37	Old	N		pass
HI.4934.005.NGS-Lib-Rev--4.Krab_bottom_SELE_34	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.005.NGS-Lib-Rev--4.Krab_bottom_SELE_34_R1.fastq.gz	HI	4934	005	NGS-Lib-Rev--4	Krab	bottom	SELE	34	fastq	37883705	22219584	0.5865	8051	13	0.06677	0	1	1	1	0	HI.4934.005.NGS-Lib-Rev--4.Krab_bottom_SELE_34_R1.fastq.gz	Projet Endoscreen	34	Krab_bottom_SELE_34	2019-01-22	Y	KRAB	Bottom	SELE	r3	endo_1d	adhesion_molecules	1	OK		5	37,883,705	3,788,370,500	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.806	mps12343549-H10	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	6.66	Old	N		pass
HI.4934.006.NGS-Lib-Rev--1.Krab_Top_SELE_43	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.006.NGS-Lib-Rev--1.Krab_Top_SELE_43_R1.fastq.gz	HI	4934	006	NGS-Lib-Rev--1	Krab	Top	SELE	43	fastq	15850660	9175278	0.5789	8051	22	0.08198	0	1	1	1	0	HI.4934.006.NGS-Lib-Rev--1.Krab_Top_SELE_43_R1.fastq.gz	Projet Endoscreen	43	Krab_Top_SELE_43	2019-01-22	Y	KRAB	Top	SELE	r4	endo_1a	adhesion_molecules	1	OK		6	15,850,660	1,585,066,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.634	mps12343549-A11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	1.45	Old	N		pass
HI.4934.006.NGS-Lib-Rev--2.Krab_bottom_SELE_44	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.006.NGS-Lib-Rev--2.Krab_bottom_SELE_44_R1.fastq.gz	HI	4934	006	NGS-Lib-Rev--2	Krab	bottom	SELE	44	fastq	20305939	12174582	0.5996	8051	18	0.07208	0	1	1	1	0	HI.4934.006.NGS-Lib-Rev--2.Krab_bottom_SELE_44_R1.fastq.gz	Projet Endoscreen	44	Krab_bottom_SELE_44	2019-01-22	Y	KRAB	Bottom	SELE	r4	endo_1a	adhesion_molecules	1	OK		6	20,305,939	2,030,593,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.711	mps12343549-A11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	7.02	Old	N		pass
HI.4934.006.NGS-Lib-Rev--3.Cas_Top_SELE_39	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.006.NGS-Lib-Rev--3.Cas_Top_SELE_39_R1.fastq.gz	HI	4934	006	NGS-Lib-Rev--3	Cas	Top	SELE	39	fastq	29422586	17913612	0.6088	8051	16	0.07709	0	1	1	1	0	HI.4934.006.NGS-Lib-Rev--3.Cas_Top_SELE_39_R1.fastq.gz	Projet Endoscreen	39	Cas_Top_SELE_39	2019-01-22	Y	CAS9	Top	SELE	r3	endo_1c	adhesion_molecules	1	OK		6	29,422,586	2,942,258,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.76	mps12343549-A11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	0.72	Old	N		pass
HI.4934.006.NGS-Lib-Rev--4.Cas_bottom_SELE_40	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.006.NGS-Lib-Rev--4.Cas_bottom_SELE_40_R1.fastq.gz	HI	4934	006	NGS-Lib-Rev--4	Cas	bottom	SELE	40	fastq	15843378	8674901	0.5475	8051	16	0.07888	0	1	1	1	0	HI.4934.006.NGS-Lib-Rev--4.Cas_bottom_SELE_40_R1.fastq.gz	Projet Endoscreen	40	Cas_bottom_SELE_40	2019-01-22	Y	CAS9	Bottom	SELE	r3	endo_1c	adhesion_molecules	1	OK		6	15,843,378	1,584,337,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.687	mps12343549-A11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	8.29	Old	N		pass
HI.4934.007.NGS-Lib-Rev--1.Cas_Top_SELE_49	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.007.NGS-Lib-Rev--1.Cas_Top_SELE_49_R1.fastq.gz	HI	4934	007	NGS-Lib-Rev--1	Cas	Top	SELE	49	fastq	19348884	10721205	0.5541	8051	28	0.08264	0	1	1	1	0	HI.4934.007.NGS-Lib-Rev--1.Cas_Top_SELE_49_R1.fastq.gz	Projet Endoscreen	49	Cas_Top_SELE_49	2019-01-22	Y	CAS9	Top	SELE	r4	endo_1d	adhesion_molecules	1	OK		7	19,348,884	1,934,888,400	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.621	mps12343549-B11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	1.29	Old	N		pass
HI.4934.007.NGS-Lib-Rev--2.Cas_Bottom_SELE_50	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.007.NGS-Lib-Rev--2.Cas_Bottom_SELE_50_R1.fastq.gz	HI	4934	007	NGS-Lib-Rev--2	Cas	Bottom	SELE	50	fastq	24443397	12839732	0.5253	8051	28	0.07759	0	1	1	1	0	HI.4934.007.NGS-Lib-Rev--2.Cas_Bottom_SELE_50_R1.fastq.gz	Projet Endoscreen	50	Cas_Bottom_SELE_50	2019-01-22	Y	CAS9	Bottom	SELE	r4	endo_1d	adhesion_molecules	1	OK		7	24,443,397	2,444,339,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.698	mps12343549-B11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	6.24	Old	N		pass
HI.4934.007.NGS-Lib-Rev--3.Cas_Top_NO_47	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.007.NGS-Lib-Rev--3.Cas_Top_NO_47_R1.fastq.gz	HI	4934	007	NGS-Lib-Rev--3	Cas	Top	NO	47	fastq	16237208	8789760	0.5413	8051	34	0.08342	0	1	1	1	0	HI.4934.007.NGS-Lib-Rev--3.Cas_Top_NO_47_R1.fastq.gz	Projet Endoscreen	47	Cas_Top_NO_47	2019-01-22	Y	CAS9	Top	NO	r1	endo_1d	NO	1	OK		7	16,237,208	1,623,720,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.651	mps12343549-B11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	1.77	Old	N		pass
HI.4934.007.NGS-Lib-Rev--4.Cas_bottom_NO_48	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.007.NGS-Lib-Rev--4.Cas_bottom_NO_48_R1.fastq.gz	HI	4934	007	NGS-Lib-Rev--4	Cas	bottom	NO	48	fastq	21280701	10861447	0.5104	8051	35	0.07921	0	1	1	1	0	HI.4934.007.NGS-Lib-Rev--4.Cas_bottom_NO_48_R1.fastq.gz	Projet Endoscreen	48	Cas_bottom_NO_48	2019-01-22	Y	CAS9	Bottom	NO	r1	endo_1d	NO	1	OK		7	21,280,701	2,128,070,100	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.675	mps12343549-B11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	3.98	Old	N		pass
HI.4934.008.NGS-Lib-Rev--1.Cas_Top_Icam_55	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.008.NGS-Lib-Rev--1.Cas_Top_Icam_55_R1.fastq.gz	HI	4934	008	NGS-Lib-Rev--1	Cas	Top	Icam	55	fastq	7447508	3838956	0.5155	8051	29	0.08721	0	1	1	1	0	HI.4934.008.NGS-Lib-Rev--1.Cas_Top_Icam_55_R1.fastq.gz	Projet Endoscreen	55	Cas_Top_Icam_55	2019-01-22	Y	CAS9	Top	ICAM	r1	endo_1a	adhesion_molecules	1	low_reads	Low read coverage!	8	7,447,508	744,750,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.378	mps12343549-C11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	4.35	Old	N		pass
HI.4934.008.NGS-Lib-Rev--2.Cas_bottom_Icam_56	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.008.NGS-Lib-Rev--2.Cas_bottom_Icam_56_R1.fastq.gz	HI	4934	008	NGS-Lib-Rev--2	Cas	bottom	Icam	56	fastq	7716916	3815874	0.4945	8051	40	0.1094	0	1	1	1	0	HI.4934.008.NGS-Lib-Rev--2.Cas_bottom_Icam_56_R1.fastq.gz	Projet Endoscreen	56	Cas_bottom_Icam_56	2019-01-22	Y	CAS9	Bottom	ICAM	r1	endo_1a	adhesion_molecules	1	low_reads	Low read coverage!	8	7,716,916	771,691,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.441	mps12343549-C11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	0.9	Old	N		pass
HI.4934.008.NGS-Lib-Rev--3.Cas_Top_Ca_53	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/HI.4934.008.NGS-Lib-Rev--3.Cas_Top_Ca_53_R1.fastq.gz	HI	4934	008	NGS-Lib-Rev--3	Cas	Top	Ca	53	fastq	11941728	6988275	0.5852	8051	30	0.07839	0	1	1	1	0	HI.4934.008.NGS-Lib-Rev--3.Cas_Top_Ca_53_R1.fastq.gz	Projet Endoscreen	53	Cas_Top_Ca_53	2019-01-22	Y	CAS9	Top	Ca	r1	endo_1a	Calcium_signaling	1	OK		8	11,941,728	1,194,172,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC	99.578	mps12343549-C11	4934	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	1.92	Old	N		pass
HI.5041.004.NGS-Lib-Rev--1.VP64_Top_Vcam_95	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5041.004.NGS-Lib-Rev--1.VP64_Top_Vcam_95_R1.fastq.gz	HI	5041	004	NGS-Lib-Rev--1	VP64	Top	Vcam	95	fastq	59972452	36714121	0.6122	8051	20	0.06321	0	1	1	1	0	HI.5041.004.NGS-Lib-Rev--1.VP64_Top_Vcam_95_R1.fastq.gz	Projet Endoscreen	95	VP64_Top_Vcam_95	2019-04-29	Y	VP64	Top	VCAM	r2	endo_2c	adhesion_molecules	2			4	59,972,452	5,997,245,200	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.895	MPS12343802-H12	5041	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	38.68	New	N		pass
HI.5041.004.NGS-Lib-Rev--2.VP64_bottom_Vcam_96	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5041.004.NGS-Lib-Rev--2.VP64_bottom_Vcam_96_R1.fastq.gz	HI	5041	004	NGS-Lib-Rev--2	VP64	bottom	Vcam	96	fastq	112978694	68113421	0.6029	8051	19	0.05911	0	1	1	1	0	HI.5041.004.NGS-Lib-Rev--2.VP64_bottom_Vcam_96_R1.fastq.gz	Projet Endoscreen	96	VP64_bottom_Vcam_96	2019-04-29	Y	VP64	Bottom	VCAM	r2	endo_2c	adhesion_molecules	2			4	112,978,694	11,297,869,400	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.925	MPS12343802-H12	5041	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	42.35	New	N		pass
HI.5041.004.NGS-Lib-Rev--3.VP64_Top_Ca_87	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5041.004.NGS-Lib-Rev--3.VP64_Top_Ca_87_R1.fastq.gz	HI	5041	004	NGS-Lib-Rev--3	VP64	Top	Ca	87	fastq	42965449	27150955	0.6319	8051	25	0.06573	0	1	1	1	0	HI.5041.004.NGS-Lib-Rev--3.VP64_Top_Ca_87_R1.fastq.gz	Projet Endoscreen	87	VP64_Top_Ca_87	2019-04-29	Y	VP64	Top	Ca	r2	endo_2d	Calcium_signaling	2			4	42,965,449	4,296,544,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.899	MPS12343802-H12	5041	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	65.66	New	N		pass
HI.5041.004.NGS-Lib-Rev--4.VP64_bottom_Ca_88	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5041.004.NGS-Lib-Rev--4.VP64_bottom_Ca_88_R1.fastq.gz	HI	5041	004	NGS-Lib-Rev--4	VP64	bottom	Ca	88	fastq	104407086	69006146	0.6609	8051	22	0.05912	0	1	1	1	0	HI.5041.004.NGS-Lib-Rev--4.VP64_bottom_Ca_88_R1.fastq.gz	Projet Endoscreen	88	VP64_bottom_Ca_88	2019-04-29	Y	VP64	Bottom	Ca	r2	endo_2d	Calcium_signaling	2			4	104,407,086	10,440,708,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.928	MPS12343802-H12	5041	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	27.09	New	N		pass
HI.5042.001.NGS-Lib-Rev--1.Krab_Top_Icam_59	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.001.NGS-Lib-Rev--1.Krab_Top_Icam_59_R1.fastq.gz	HI	5042	001	NGS-Lib-Rev--1	Krab	Top	Icam	59	fastq	50376613	26427418	0.5246	8051	39	0.07265	0	1	1	1	0	HI.5042.001.NGS-Lib-Rev--1.Krab_Top_Icam_59_R1.fastq.gz	Projet Endoscreen	59	Krab_Top_Icam_59	2019-05-02	Y	KRAB	Top	ICAM	r1	endo_1a	adhesion_molecules	2			4	50,376,613	5,037,661,300	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.728	MPS12343802-A12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	2.8	Old	N		pass
HI.5042.001.NGS-Lib-Rev--2.Krab_bottom_Icam_60	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.001.NGS-Lib-Rev--2.Krab_bottom_Icam_60_R1.fastq.gz	HI	5042	001	NGS-Lib-Rev--2	Krab	bottom	Icam	60	fastq	49974410	19656145	0.3933	8051	42	0.09099	0	1	1	1	0	HI.5042.001.NGS-Lib-Rev--2.Krab_bottom_Icam_60_R1.fastq.gz	Projet Endoscreen	60	Krab_bottom_Icam_60	2019-05-02	Y	KRAB	Bottom	ICAM	r1	endo_1a	adhesion_molecules	2			4	49,974,410	4,997,441,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.736	MPS12343802-A12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	1.25	Old	N		pass
HI.5042.002.NGS-Lib-Rev--1.VP64_Top_Icam_65	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--1.VP64_Top_Icam_65_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--1	VP64	Top	Icam	65	fastq	108900209	66002340	0.6061	8051	28	0.06219	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--1.VP64_Top_Icam_65_R1.fastq.gz	Projet Endoscreen	65	VP64_Top_Icam_65	2019-05-02	Y	VP64	Top	ICAM	r2	endo_2c	adhesion_molecules	2			1	108,900,209	10,890,020,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.923	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	18.24	New	N		pass
HI.5042.002.NGS-Lib-Rev--2.VP64_bottom_Icam_66	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--2.VP64_bottom_Icam_66_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--2	VP64	bottom	Icam	66	fastq	143595490	85327715	0.5942	8051	26	0.06242	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--2.VP64_bottom_Icam_66_R1.fastq.gz	Projet Endoscreen	66	VP64_bottom_Icam_66	2019-05-02	Y	VP64	Bottom	ICAM	r2	endo_2c	adhesion_molecules	2			1	143,595,490	14,359,549,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.933	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	14.51	New	N		pass
